id,product_name,brand,category,product_url,ingredient_raw,price
106,Wardah Instaperfect Mineralight Matte Bb Cushion,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-instaperfect-mineralight-matte-bb-cushion,"Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Butylene Glycol, Isodecyl Neopentanoate, PEG-10 Dimethicone, Polymethylsilsesquioxane, Glycerin, Octyldodecyl Stearoyl Stearate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Disteardimonium Hectorite, Trimethylsiloxysilicate, Sodium Chloride, Magnesium Sulfate, Propanediol, Ethylhexyl Palmitate, Polysorbate 80, Zinc Oxide, Polyhydroxystearic Acid, Propylene Carbonate, Phenoxyethanol, 1-2 Hexanediol, Hexyl Laurate, Aluminum Hydroxide, Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer, Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer, Triethoxycaprylylsilane, Stearic Acid, Alumina, Caprylhydroxamic Acid, Hdi/Trimethylol Hexyllactone Crosspolymer, Sodium PCA, Urea, Trehalose, Silica, Polyquaternium-51, Triacetin, Sodium Hyaluronate, Ci 77891, Ci 77492, Ci 77491, Ci 77499.",
107,Bright Stuff Seriously Cleaan Face Wash,Emina,"#paraben-free, #sulfate-free, #silicone-free, #alcohol-free",https://www.skincarisma.com/products/bright-stuff-seriously-cleaan-face-wash,"Myristic Acid, Glycerin, Water, Propylene Glycol, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Glyceryl Stearate, Decyl Glucoside, Olive Oil PEG-7 Esters, Niacinamide, Silica, Phenoxyethanol, Parfum, Allantoin, Kaolin, Panthenol, Disodium EDTA, Ethylhexylglycerin, Polyquaternium-7, Butylene Glycol, Glycyrrhiza Glabra Root Extract, Sodium Benzoate, Actinidia Polygama Fruit Extract, Saccharomyces Lysate, Disodium Succinate, Glutamic Acid, Glycine, Threonine, Valine",
108,Wardah Vitamin C 10% Plus Ferulic Acid,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-vitamin-c-10-plus-ferulic-acid,"Aqua, 3-O-Ethyl Ascorbic Acid, Biosaccharide Gum-1, Dipropylene Glycol, Propanediol, Propylene Glycol, Dimethicone, Aloe Barbadensis (Aloe Vera) Leaf Extract, Methyl Gluceth-20, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/VP Copolymer, C13-16 Isoparaffin, Chlorphenesin, Ferulic Acid, Adenosine, Allantoin, Xanthan Gum, Disodium EDTA, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hyaluronate, Hydroxypropyl Cyclodextrin, Glycerin, Polydextrose, Potassium Sorbate, Sodium Benzoate, Trideceth-9, 1,2-Hexanediol, Fragrance, PEG-40 Hydrogenated Castor Oil, Polysorbate 20.",
109,Water Calming Gel,Emina,"#paraben-free, #silicone-free, #alcohol-free, #sulfate-free",https://www.skincarisma.com/products/water-calming-gel,"Water, Niacinamide, Dipropylene Glycol, Butylene Glycol, Propanediol, Carbomer, 1,2-Hexanediol, Allantoin, Panthenol, Aminomethyl Propanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Chlorphenesin, Biosaccharide Gum-2, Caprylhydroxamic Acid, Disodium EDTA, Centella Asiatica Extract, Phenoxyethanol, Madecassoside, PEG-8, Pentylene Glycol, Beta-Glucan, Salicylic Acid, Caprylyl Glycol, Isostearamidopropyl Ethyldimonium Ethosulfate, Sodium Hydroxide, Propylene Glycol, Carthamus Tinctorius Seed Oil, Olea Europaea Fruit Oil",
110,Biomeprotect Physical Sunscreen SPF 45,Labore,#fragrance & essentialoil-free,https://www.skincarisma.com/products/biomeprotect-physical-sunscreen-spf-45,"Aqua, Cyclopentasiloxane, Caprylyl Methicone, Zinc Oxide (Nano), Butyloctyl Salicylate, Biosaccharide Gum-1, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-4 Isostearate, Dimethicone, Propanediol, Polymethyl Methacrylate, Pongamia Glabra, Sodium Chloride, Disteardimonium Hectorite, Cetyl PEG/PPG-10/1 Dimethicone, Saccharide Isomerate, Triethoxycaprylylsilane, Bifida Ferment Lysate, Bisabolol, Hexyl Laurate, 1,2-Hexanediol, Propylene Carbonate, Sorbitan Olivate, Silica, Titanium Dioxide (Nano), Caprylhydroxamic Acid, Tetrasodium EDTA, Phenoxyethanol, Citric Acid, Sodium Citrate, Artemisia Capillaris Flower Extract",
111,Wardah 50 SPF Acne Calming,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-50-spf-acne-calming,"Aqua, Propanediol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Butylene Glycol, Octocrylene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Niacinamide, 1,2-Hexanediol, Ethylhexyl Triazone, Cetearyl Olivate, Panthenol, Glycerin, Allantoin, Chlorphenesin, Propylene Glycol, Salicylic Acid, Xanthan Gum, Disodium EDTA, Lecithin, Sorbitan Olivate, Caprylhydroxamic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Aminomethyl Propanol, Phenoxyethanol, Artemisia Capillaris Flower Extract, Camellia Sinensis Extract, Haberlea Rhodopensis Leaf Extract, BHT, Potassium Sorbate, Sodium Benzoate, Citric Acid.",
112,Wardah Lightening Day Cream,Wardah,"#alcohol-free, #sulfate-free",https://www.skincarisma.com/products/wardah-lightening-day-cream,"Aqua, Ethylhexyl Methoxycinnamate, Niacinamide, 4-Methylbenzylidene Camphor, Propylene Glycol, Polyacrylamide, Butyl Methoxydibenzoylmethane, C13-14 Isoparaffin, Cyclopentasiloxane, Dimethicone, Panthenol, Laureth-7, Dimethicone Crosspolymer, Allantoin, Ascorbyl Tetraisopalmitate, Lactic Acid, Methylparaben, Propylparaben, Tocopheryl Acetate, Disodium EDTA, Fragrance, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycyrrhiza Glabra (Licorice) Root Extract, Fucus Vesiculosus Extract, Dimethiconol, Sodium Benzoate, Potassium Sorbate, Potassium Iodide.",
113,UV Shield Acne Calming Sunscreen Serum SPF 50,Wardah,"#fragrance & essentialoil-free, #paraben-free, #silicone-free, #sulfate-free, #alcohol-free",https://www.skincarisma.com/products/uv-shield-acne-calming-sunscreen-serum-spf-50,"Water, Propanediol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Butylene Glycol, Octocrylene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Niacinamide, 1,2-Hexanediol, Ethylhexyl Triazone, Cetearyl Olivate, Panthenol, Glycerin, Allantoin, Chlorphenesin, Propylene Glycol, Salicylic Acid, Xanthan Gum, Disodium EDTA, Lecithin, Sorbitan Olivate, Caprylhydroxamic Acid, Glycyrrhiza Glabra Root Extract, Aminomethyl Propanol, Phenoxyethanol, Artemisia Capillaris Flower Extract, Camellia Sinensis Extract, Haberlea Rhodopensis Leaf Extract, BHT, Potassium Sorbate, Sodium Benzoate, Citric Acid",
114,Multipurpose Soothing Skinditioner,Glamazing,#fragrance & essentialoil-free,https://www.skincarisma.com/products/multipurpose-soothing-skinditioner,"Water, Glycerin, Niacinamide, Caprylic/Capric Triglyceride, Butylene Glycol, Phenoxyethanol, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Chlorphenesin, Ammonium Polyacryloyldimethyl Taurate, Allantoin, Sodium PCA, Triethanolamine, Sodium Hyaluronate, Tetrasodium EDTA, Centella Asiatica Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis (Green Tea) Leaf Extract, Polygonum Cuspidatum Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract",
115,Wardah Deep Water Restore Gel Moisturizer,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-deep-water-restore-gel-moisturizer,"Aqua, Trisiloxane, Glycerin, Triheptanoin, Butylene Glycol, Trehalose, Biosaccharide Gum-1, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Saccharide Isomerate, Bisabolol, Phenoxyethanol, Beta-Glucan, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Potassium Hyaluronate, Sodium Acetylated Hyaluronate, Sodium Hyaluronate Crosspolymer, C12-13 Alkyl Glyceryl Hydrolyzed Hyaluronate, Brassica Campestris (Rapeseed) Seed Oil, Pentylene Glycol, Carbomer, Polyglyceryl-3 Methylglucose Distearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycereth-20, Disodium EDTA, Polysorbate 20, Amodimethicone, Chlorphenesin, Sodium Hydroxide, Silica, Tocopheryl Acetate, Potassium Hydroxide, Fragrance, Rose Extract, Propanediol, Citric Acid, Sodium Citrate, Caprylyl Glycol, PEG-32, Ethylhexylglycerin, Diazolidinyl Urea, Tocopherol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Ci 19140, Ci 17200.",
116,Wardah Symradiance 399 5% Niacinamide Bright & Barrier Boost Moisture Gel,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-symradiance-399-5-niacinamide-bright-barrier-boost-moisture-gel,"Aqua, Niacinamide, C13-15 Alkane, Glycerin, Butylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone, Phenoxyethanol, Carbomer, Pentylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycereth-20, Tocopheryl Acetate, Amodimethicone, Chlorphenesin, Sodium Hydroxide, Silica, Allantoin, Potassium Hydroxide, Fragrance, Actinidia Polygama Fruit Extract, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Phenylethyl Resorcinol, Propylene Glycol, Sclareolide, Ethylhexylglycerin, Citric Acid, Ci 42090, Ci 17200.",
117,Wardah UV Shield Bright-c Hydrating Sunscreen Serum,Wardah,"#paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/wardah-uv-shield-bright-c-hydrating-sunscreen-serum,"Aqua, Ethylhexyl Methoxycinnamate, Niacinamide, 3-O-Ethyl Ascorbic Acid, Sodium Hyaluronate, Hydrolyzed Verbascum Thapsus Flower, Phenoxyethanol, C12-15 Alkyl Benzoate, Cetearyl Olivate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sorbitan Olivate, Aminomethyl Propanol, Polymethyl Methacrylate, Glycerin, Butyl Methoxydibenzoylmethane, Allantoin, Caprylic/Capric Triglyceride, Cetyl Palmitate, Laureth-23, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Steareth-100, Xanthan Gum, Triethylene Glycol, Tetrasodium EDTA, Fragrance, Citric Acid, BHT, Sodium Benzoate, Potassium Sorbate.",
118,Cica + Aloe Low pH Hydramild Facial Wash,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/cica-aloe-low-ph-hydramild-facial-wash,"Aqua, Glycerin, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Decyl Glucoside, Sodium Chloride, Sodium PCA, Sodium Benzoate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Sodium Methyl Cocoyl Taurate, Butylene Glycol, Allantoin, Propylene Glycol, Disodium EDTA, Aloe Barbadensis (Aloe Vera) Leaf Extract, Glyceryl Polyacrylate, Citric Acid, Centella Asiatica Extract, Potassium Sorbate",
119,Dr. Althea 0.1% Gentle Retinol Serum,Dr. Althea,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/dr-althea-0-1-gentle-retinol-serum,"Water, Glycerin, Butylene Glycol, Dibutyl Adipate, 1,2-Hexanediol, Panthenol, Glycine Soja (Soybean) Oil, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Polyglyceryl-3 Methylglucose Distearate, Sodium Polyacrylate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betula Alba Juice, Retinol, Bakuchiol, Polyisobutene, Ethylhexylglycerin, Allantoin, Glyceryl Acrylate/Acrylic Acid Copolymer, Disodium EDTA, Sorbitan Isostearate, Pvm/Ma Copolymer, Sorbitan Oleate, Caprylyl/Capryl Glucoside, Hyacinthus Orientalis (Hyacinth) Extract, Borago Officinalis Extract, Chamomilla Recutita (Matricaria) Flower Extract, Centaurea Cyanus Flower Extract, Salvia Sclarea (Clary) Extract, Lavandula Angustifolia (Lavender) Flower Extract, Tocopherol.",
120,Your Skin Bae Alpha Arbutin 3% + Grapeseed,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-alpha-arbutin-3-grapeseed,"Water, Alpha-Arbutin, Butylene Glycol, Glycerin, Hydroxyethylcellulose, Phenoxyethanol, Chlorphenesin, Vitis Vinifera (Grape) Seed Extract, Disodium EDTA",
121,RITUALS The Ritual Of Karma,RITUALS,"#alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/rituals-the-ritual-of-karma,"Sucrose, Ethylhexyl Stearate, Isopropyl Myristate, Carthamus Tinctorius Hybrid Oil, Persea Gratissima Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Parfum/Fragrance, Argania Spinosa Oil, Macadamia Integrifolia Seed Oil, Simmondsia Chinensis (Jojoba) Oil, Helianthus Annuus (Sunflower) Hybrid Oil, Camellia Sinensis Extract, Nelumbo Nucifera (Lotus) Flower Extract, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Benzyl Salicylate, Citral, Citronellol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone, Limonene.",
122,Azarine Retinol Complex + 5x Ceramide Mighty Serum,Azarine,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/azarine-retinol-complex-5x-ceramide-mighty-serum,"Aqua, Glycerin, Retinol, Dimethyl Isosorbide, Chlorphenesin, Squalane, Ceteareth-25, Hydroxypinacolone Retinoate, Cetyl Alcohol, Polyacrylate Crosspolymer-6, Behenic Acid, Cholesterol, Ceramide NP, Ceramide NS, Ceramide EOS, Ceramide EOP, Ceramide AP, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Mannitol, Phosphatidylcholine, Retinal, Potassium Sorbate, Sodium Benzoate, Citric Acid, Sodium Chloride.",
123,"Your Skin Bae Lactic Acid 10% + Kiwi Fruit 5% + Niacinamide 2,5%",Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-lactic-acid-10-kiwi-fruit-5-niacinamide-2-5,"Aqua, L-Lactic Acid, Glycerin, Actinidia Chinensis (Kiwi) Fruit Extract, Biosaccharide Gum-1, Butylene Glycol, Niacinamide, NaOH (48%), Butylene Glycol, Hydroxyethyl Cellulose, Phenoxyethanol, Allantoin, Chlorphenesin, Disodium EDTA, Sodium Bisulfite",
124,Your Skin Bae Marine Collagen 10% + Ginseng Root,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-marine-collagen-10-ginseng-root,"Water, Hydrolyzed Collagen Extract, Glycerin, Butylene Glycol, Biosaccharide Gum-1, Hydroxyethyl Cellulose, Phenoxyethanol, Lactobacillus/Ginseng Root Ferment Filtrate, 1,2-Hexanediol, Chlorphenesin, Disodium EDTA, Sodium Bisulfite.",
125,Lana Skin Protect Aqua Sunscreen Gel,Lana,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/lana-skin-protect-aqua-sunscreen-gel,"Deionized Water, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Octyl Methoxycinnamate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Carbomer, Glycerin, Niacinamide, Propanediol, Pouteria Lucuma Pulp Extract, DMDM Hydantoin, Phenoxyethanol, Behenyl Alcohol, Polyglyceryl-10 Pentastearate, Sodium Stearoyl Lactylate, Hyaluronic Acid, Allantoin, Carica Papaya Fruit Extract, Tocopherol Vitamin E.",
126,Avoskin Ultra Brightening Cream,Avoskin,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/avoskin-ultra-brightening-cream,"Water, Caprylic/Capric Triglyceride, Alpha-Arbutin, Glycerin, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Pentylene Glycol, Butyrospermum Parkii Butter (Shea Butter), Squalane, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Propanediol, 1,2-Hexanediol, Propylene Glycol, Anthemis Nobilis (Chamomile) Flower Oil, Glycyrrhiza Uralensis (Licorice) Root Extract, Sodium Hydroxide, Methyl Methacrylate Crosspolymer, Retinol, Hydrogenated Lecithin, Cholesterol, BHT, Tocopheryl Acetate, Phaseolus Radiatus Seed Extract, BHA, Avena Sativa (Oat) Meal Extract.",
127,Simple,Simple,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/simple,"Aqua, Glycerin, Paraffinum Liquidum, Polyglyceryl - 3 Methylglucose Distearate, Niacinamide, Dimethico ne, Cetyl Palmitate, Cetyl Alcohol, Panthenol, Cap rylyl Glycol, Carbomer, Phenoxyethanol, Potassium Hydroxide, Tocopheryl Acetate, Acrylates/C10-30 Al kyl Acrylate Crosspolymer, Disodium EDTA, Pantolac tone, Borago Officinalis Seed Oil, Stearic Acid, P otassium carbonate, Bisabolol, Citric Acid, Pentyl ene Glycol, Urea, Lactic Acid, Sodium Lactate, Ser ine, Sorbitol, Sodium Chloride, Allantoin..",
128,Erha Acneact Acne Sun Friendly Sunscreen,Erha,"#fragrance & essentialoil-free, #sulfate-free",https://www.skincarisma.com/products/erha-acneact-acne-sun-friendly-sunscreen,"Aqua, 2 Ethylhexyl Salicylate, Cetearyl Alcohol, Dicetyl Phosphate, Ceteth-20 Phosphate, BHT, Polymethyl Methacrylate, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Octocrylene, C12-15 Alkyl Benzoate, Styrene/Acrylates Copolymer, Propanediol, Diisopropyl Adipate, Niacinamide, Cyclomethicone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Decyl Glucoside, Propylene Glycol, Xanthan Gum, Triethanolamine, Phenylbenzimidazole Sulfonic Acid, Polygonum Cuspidatum Root Extract, Myristyl Alcohol, Pca, 4-Methylbenzylidene Camphor, Hydrolyzed Wheat Protein/PVP Crosspolymer, EDTA, Hexylglycerin, Steareth-2, Zinc Gluconate, Dimethicone, Centella Asiatica Extract, Chamomilla Recutita Flower Extract, Glycyrrhiza Glabra Root Extract, Camellia Sinensis Leaf Extract, Rosmarinus Officinalis Leaf Extract, Scutellaria Baicalensis Root Extract, Butylene Glycol, Alcohol, Steareth-21, Alpha-Glucan Oligosaccharide, Acrylates/C10-30 Alkyl Acrylate Cross Polymer, Disodium EDTA, Phenoxyethanol, Potassium Sorbate, Methylparaben, Propylparaben.",
129,Avoskin Natural Sublime Facial Cleanser,Avoskin,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/avoskin-natural-sublime-facial-cleanser,"Water, Cocamidopropyl Betaine, Glycerin, Lauramidopropyl Hydroxysultaine, Sodium Cocoyl Glycinate, Sodium Chloride, Hydroxypropyl Methylcellulose, Niacinamide, Disodium Cocoyl Glutamate, Polysorbate 20, Citric Acid, Coconut Acid, Sodium Cocoate, Xanthan Gum, Pentylene Glycol, Saccharide Isomerate, Butylene Glycol, Sodium Benzoate, Aloe Barbadensis Leaf Extract, Hydrolyzed Vegetable Protein, Disodium EDTA, Sodium Bisulfite, Cereus Grandiflorus (Cactus) Flower Extract, Potassium Sorbate, Sodium Hyaluronate, Sclerocarya Birrea Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Sodium Citrate, Rosa Damascena Flower Water, Rosa Damascena Flower Oil.",
130,Syneo 5 5 Antiperspirant Roll-On,Syneo 5,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/syneo-5-5-antiperspirant-roll-on,"Alcohol Denat, Aqua, Aluminum Chloride, Aluminum Chlorohydrate, Glycerin, Propylene Glycol, Alcloxa, Saccharomyces Ferment, Dimethicone Copolyol, Hydroxyethyl Cellulose, Ci 42051.",
131,Miraculous Refining Toner,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/miraculous-refining-toner,"Water, Glycerin, Glycolic Acid, Butylene Glycol, Propylene Glycol, Gluconolactone, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Niacinamide, Chamomilla Recutita (Matricaria) Flower Extract, Rubus Idaeus (Raspberry) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Salicylic Acid, Acer Saccharum (Sugar Maple) Extract, Portulaca Oleracea Extract, Aloe Barbadensis Leaf Juice, Amylopectin, Dextrin, Xanthan Gum, Tetrasodium EDTA, Sodium Hydroxymethylglycinate, Polyglutamic Acid.",
132,ISDIN Fotoultra Redness SPF50,ISDIN,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/isdin-fotoultra-redness-spf50,"Aqua (Water), Potassium Azeloyl Diglycinate, Alpha-Glucan Oligosaccharide, Pentylene Glycol, Polyglyceryl-6 Stearate, 1,2-Hexanediol, Caprylyl Glycol, Tocopheryl Acetate, 4-T-Butylcyclohexanol, Polysorbate 60, Decyl Glucoside, Hydroxyacetophenone, Pentaerythrityl Tetra-Di-T- Butyl Hydroxyhydrocinnamate, Hesperidin Methyl Chalcone, Sphingomonas Ferment Extract, Ci 77891 (Titanium Dioxide), Tetrasodium Glutamate Diacetate, Citric Acid, Polyglyceryl-6 Behenate, Mica, Propylene Glycol, Acrylates/Beheneth-25 Methacrylate Copolymer, Xanthan Gum, Tin Oxide, Tocopherol.",
133,Kiehl’s Ultra Facial Barrier-hydrating Cleanser,Kiehl’s,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/kiehl-s-ultra-facial-barrier-hydrating-cleanser,"Aqua/Water/Eau, Glycerin, Sodium Cocoyl Glycinate, Sodium Chloride, Glycol Distearate, Disodium Laureth Sulfosuccinate, Citric Acid, Glyceryl Stearate, PEG-100 Stearate, Phenoxyethanol, Hydroxyacetophenone, Kaolin, Hydroxypropyl Starch Phosphate, Caprylyl Glycol, Acrylates Copolymer, Behenyl Alcohol, Magnesium Gluconate, Squalane, Trisodium Ethylenediamine Disuccinate, Panthenol.",
134,Cos De BAHA L1,Cos De BAHA,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/cos-de-baha-l1,"Aloe Barbadensis Leaf Extract, Propanediol, Glycereth-26, Isononyl Isononanoate, Glycerin, Bakuchiol, Niacinamide, 1,2-Hexanediol, Cetearyl Olivate, Sorbitan Olivate, Retinol, Panthenol, Sodium Hyaluronate, Adenosine, Allantoin, Carbomer, Xanthan Gum, Cetearyl Alcohol, Tocopheryl Acetate, Tromethamine, Dimethicone, Polysorbate 20, Disodium EDTA, *Rosa Damascena Extract, *Lavandula Angustifolia Extract, *Camellia Sinensis Leaf Extract, *Melissa Officinalis Leaf Extract.",
135,Croia 2% Salicylic Acid Cleanser,Croia,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/croia-2-salicylic-acid-cleanser,"Aqua, Decyl Glucoside, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Salicylic Acid, PEG-120 Methyl Glucose Dioleate, Phenoxyethanol, D-Panthenol, Zinc Pca, Allantoin, Ceramide NP, Triethylene Glycol.",
136,iUnik Centella Calming Daily Sun Water SPF 50+ Pa++++,iUnik,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/iunik-centella-calming-daily-sun-water-spf-50-pa,"Water, Centella Asiatica Leaf Water, Ethylhexyl Salicylate, Phenylbenzimidazole Sulfonic Acid, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyloctyl Salicylate, Tromethamine, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, 2,3-Butanediol, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Microcrystalline Cellulose, Sodium Stearoyl Glutamate, Polyester-5, Cellulose Gum, Allantoin, Ethylhexylglycerin, Butylene Glycol, Quercus Acutissima Fruit Extract, Glycerin, Dipropylene Glycol, Panthenol, Hydrogenated Lecithin, Cetearyl Olivate, Sorbitan Olivate, Anastatica Hierochuntica Extract, Hydrolyzed Hyaluronic Acid, Madecassoside, Ulmus Davidiana Root Extract, Pinus Palustris Leaf Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Asiaticoside, Madecassic Acid, Asiatic Acid.",
137,Your Skin Bae Azeclair,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-azeclair,"Water, Propylene Glycol, Potassium Azeloyl Diglycinate, Saccharomyces/Xylinum/Black Tea Ferment, Niacinamide, Glycerin, Phenoxyethanol, Xanthan Gum, Allantoin, Chlorphenesin, Tetrasodium EDTA, Sodium Bisulfite, Hydroxyethylcellulose, Biosaccharide Gum-1, Sodium Citrate, Citric Acid, Caprylyl Glycol, Potassium Sorbate, Sodium Hydroxide",
138,Matcha Oat Gentle Cleanser,True to Skin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/matcha-oat-gentle-cleanser,"Water, Potassium Cocoyl Hydrolyzed Collagen, Glycerin, Acrylates Copolymer, Cocamidopropyl Betaine, Potassium Cocoyl Glycinate, Butylene Glycol, Decyl Glucoside, PEG-120 Methyl Glucose Dioleate, Pentylene Glycol, Xanthan Gum, Avena Sativa (Oat) Kernel Extract, Panthenol, Glycyrrhiza Glabra (Licorice) Leaf Extract, Triethanolamine, Clitoria Ternatea Flower Extract, 1,2-Hexanediol, Houttuynia Cordata Extract, Sodium Hyaluronate, Ethylhexylglycerin, Cinnamomum Zeylanicum Bark Extract, Capryloyl Glycine, Sarcosine, Citrus Junos Seed Extract, Citrus Unshiu Peel Extract, Actinidia Chinensis (Kiwi) Seed, Salicylic Acid 0.01%, Fragaria Chiloensis (Strawberry) Fruit Extract, Vitis Vinifera (Grape) Seed Extract, Vitis Vinifera (Grape) Skin Extract, Vitis Vinifera (Grape) Leaf Extract, Garcinia Mangostana Peel Extract, Propanediol, Sodium Hydroxide, Dipotassium Glycyrrhizate, Chlorphenesin, Allantoin, Disodium EDTA, Camellia Sinensis Leaf.",
